497.95288776879374,2417.68866735544,4187.585988934319
595.9561371267376,2206.697699620412,2316.8924087120176
107.86421265317944,289.011031657384,82.45685657226505,23.737085759046863,354.97146955026346,98.09896948859353
302.5531332804128,183.93427197574317,249.7561524434782,94.8571686808416,50.28682952886038,73.89350151628679
200.0,21.097983204895236,33.02037475005686,56.549765782334276,47.56423138538494,36.332681764157755,146.08395633166802
126.42510279887581,111.8592023332197,56.4937261685067,49.14989634484437,65.24893326030254,33.04575066705508,24.23683887785791
36.2553321035672,89.24011694232871,21.489126936597916,26.78788721734307,47.775420442005824,103.03942754549114,148.41415524123113
48.69379542189204,65.0391329598271,51.73126558794013,141.60783429750373,1.648301387284255,14.285938046487672,108.01819024675832
57.01773796461918,63.53867854839152,13.079935725807644,107.29209216015704,10.3051724901763,57.97242741222714,146.9657779011888
40.23203619380184,87.95246725258018,79.52903367380051,83.14341503719466,32.8391846926479,159.81070509812977,119.92748527816076
43.54863353462072,118.99455169861461,150.38325862007684,35.54454343480079,8.80749880475134,35.3177677029854,13.203575293289642
39.340920259041475,63.9764968601915,93.81201886347665,91.5057775592056,13.598871461023586,13.094545298253138,78.46354813709642
86.60518649704306,123.30813528670318,145.139931690175,34.63579840173709,14.25103026884036,75.12071615385162,49.73920652317185
113.01158659419825,93.49316752715207,111.61864616498018,50.203959733015424,32.65665641291163,36.39607266410662,31.231925628061077
33.630056349065946,184.73449619433197,112.30308227985877,111.92980554856355,34.54148704918651,65.21246089519686,36.28201275496322
106.30870553644455,159.52130349831756,10.365594401005328,0.5953810286297854,68.01158481024575,8.536580451056103,75.39654047656985
55.31255978382453,185.8158579931496,36.57333506133765,112.73960524365114,3.990853940691991,104.23259254244361,20.69380754392641
49.599862977407106,27.95738923170408,106.51895406645816,43.021958036094404,17.443390163669775,199.15151433631067,34.530477435461215
93.78456648735578,2.72218107634585,52.93967833293435,0.3800920212629495,6.450911959561429,18.357806524559106,32.8184211193339
49.2932139635857,126.7013182034248,33.2946055376869,106.80445583049993,56.11394410237392,69.88945948592757,23.654756854182338
33.27310306327277,88.87855744530243,3.32554079594629,105.10003272190772,9.457865679141994,13.026932972269414,56.016372072631114
86.05945480226056,76.06007900987538,2.3620536236840497,47.57800962395093,142.77258280812688,112.08458018848725,102.0763851406073
105.43556722166024,198.76289735939469,37.72886190680727,31.621072199860137,15.64149936502886,81.21147828180375,56.12572030006688
137.78760099390018,162.85126399474535,46.10653068829438,185.1605666382076,6.209687993453097,10.788662541089726,41.529236402673156
67.60639765952062,81.74447344690782,64.59554373592482,61.97538535958537,70.43109160791128,56.31587966387145,71.32767621625736
77.76759231598518,122.36071620085094,34.93382826965139,104.66885864588886,38.11709939921815,37.88538228064138,79.46694417185726
85.88018869967631,120.59042774875697,38.92041306764062,28.674985992023075,13.379339402264554,127.96914114105056,35.6693064785324
12.280048085985374,162.03994721642937,10.731286131642712,8.344193454691933,19.53869195947137,25.25028447354783,68.79848238247676
52.751048701960165,24.24318576205382,14.127069377893065,134.73249260235076,129.5770919097447,60.33571188610442,16.576441709689128
21.519989891251434,6.042165197871607,124.50593692565342,102.75834754946533,6.357568126980977,32.84985159905361,41.06510523420151
52.85127969815328,5.472400970553268,169.13693000851592,36.10613102407174,46.2347631065491,44.67322719484521,5.09986636546882
177.19882300777985,18.596761970600436,67.8432773052768,144.63246900907689,11.738746984789733,55.30977225483901,17.668538625218375
84.39061280711199,84.61041346349299,197.7233711311989,52.14097995726889,39.20936094760756,37.899269489122474,107.57613432569795
200.0,29.313439167637707,195.97893880621666,50.49654185240588,32.208802871663586,135.60199408481563,27.53710243141493
121.10604094188264,101.64893276970398,57.05555965135166,86.59770022846766,29.450818741442866,30.93402626553562,17.942443663951675
144.16993848897926,185.88813058355015,30.401389799474405,189.4255970205629,72.70549218917189,76.12735896811499,35.020813915428924
39.503293585474324,46.77533257297035,99.87058846382858,71.60883984145764,95.36316960753776,68.77545066684185,38.58108673118135
32.54044360662286,45.24282621936124,149.13573895082203,38.10543171575844,142.56378239783655,34.99028631132216,66.27614481275018
43.181657449642415,88.88029919389855,142.04009517070207,139.73274098293365,15.512928939909909,18.015208096556304,120.43316384365473
16.174941643793723,68.90685977798351,199.19160267431994,172.0698998535609,57.413613866485846,58.175906784401796,6.749613757102574
26.421646465721658,25.587707902671855,167.0946125043859,197.7771073177956,30.955520501936185,46.00982923454709,145.00356183907095
69.93896837200145,44.04614716860181,114.23419975884269,2.788527945498583,164.39099799747515,7.935127491636971,1.7695148501639677
30.812725014884506,53.003329719919265,5.494221827758983,96.66168566698539,0.7366592196532717,45.301637828815345,12.177533273433752
46.6517836828688,20.745795038395872,56.980530336027265,67.98582828464505,4.884095407000142,26.48260504269961,84.95274890769537
62.53051184723869,47.40759471946367,84.2254946877047,115.576497851366,37.7669755640792,44.610298838552765,47.77965665253118
131.56161870265697,108.68883102130677,200.0,25.05695642116094,31.404172223433086,7.181427446449822,124.93203149600683
60.56625669809139,125.54865950225911,15.096490536630077,176.89359271006373,108.39584689912829,71.54840190248345,20.877739250638808
81.85136100297572,136.1140882193268,151.24367876996055,49.74949879014137,11.070298113857184,15.076279145120065,6.818476887869793
109.48863675369898,64.99761331300202,39.66287974733472,98.79038545156516,62.37599258558613,72.88937095321776,171.03530475703857
35.22733766348951,71.7685422629455,195.51792810863566,70.94789992240656,90.6767213859363,172.2753780433302,158.670254690525
11.097598328256234,101.69899255191693,147.31386537365498,3.4788448238953458,15.36401096843738,121.15891373119004,131.1100326638185
88.75613706502952,161.82090107845656,186.17305538532446,192.49790739809464,73.42329471205058,40.196140840436705,48.374361335329816
62.29346152368292,69.58846868302751,133.08757089390483,43.79574960497916,50.044147887844375,76.76447304889884,15.744143063898948
30.287336346503704,68.3601449429807,125.07592328566697,46.603551135190706,83.60012903121726,171.53767883180285,18.45879008706071
34.893589924290225,45.16262918108681,33.29336986952991,77.10575606611923,111.59723093522237,115.62585544785982,125.42812577365636
115.05212698520282,52.13116706580381,134.22661040714465,130.6362596687398,37.44255544160221,67.22390620010101,64.55863668485318
8.133328698559572,160.79051410146056,108.94683267255888,189.7898714751611,12.313593634172872,187.07075216966624,48.08816303845942
159.79581963394915,75.79094641920307,57.16343950949674,164.11636619068074,118.32373185287301,12.910629393635604,77.07518589119638
34.194778361889554,16.06997071848455,195.6663397448522,42.336893436444505,29.998293888612032,63.12997145305878,32.3052216523024
86.40431661311611,7.883202323409682,25.909665413865792,0.6527675506803194,98.43440079120087,67.00351288773655,44.653321439104964
131.74022905999922,200.0,193.21193389163028,119.16742120491683,80.37640756934036,20.941232783475275,67.35434658352627
187.32159411805193,143.3664263761814,176.94291511079973,11.703479956735586,121.47703859489198,186.47633244162768,109.78819790428547
198.12527155439224,56.070653135711275,167.94664685631625,159.0503611453269,118.77994327443402,38.32502829092826,133.1039852845428
37.67949562259646,91.53253179480876,197.24174161767272,23.48330562463428,166.9778955440946,139.51706247811597,153.1327850780507
182.5258511723509,101.14516445921718,35.94145789382377,11.71720809705549,3.267293344355119,14.89605628550841,150.29461851623273
17.072611815363622,100.31614070406758,176.83430314453196,44.9956460477747,170.10644014422678,125.13400072689328,120.16818173899989
167.1368101292352,148.03883781258577,146.1723744474893,90.99119401179412,14.724345894006323,133.73297304742798,81.81069506214199
